nameLabel	nameLang	count	count_male	count_female	count_other	count_undefined	prevalent_gender	confidence	nameLabel_count	dummy	normalization_factor
John	mul	136653	135744	60	7	844	male	0.9985	1	x	3.2851
William	mul	85704	85126	30	3	546	male	0.99881	1	x	3.2851
Paul	mul	83096	82506	42	6	544	male	0.99826	1	x	3.2851
Robert	mul	69709	69507	31	1	171	male	0.99852	1	x	3.2851
Thomas	mul	64285	63705	24	3	555	male	0.99872	1	x	3.2851
James	en	60497	60015	28	5	448	male	0.99839	1	x	3.2851
David	mul	57206	56664	11	8	524	male	0.99922	1	x	3.2851
Michael	mul	50782	50707	31	5	42	male	0.9979	1	x	3.2851
Peter	mul	47662	47264	21	0	379	male	0.99854	1	x	3.2851
Richard	mul	46323	45480	17	4	823	male	0.99869	1	x	3.2851
Christian	mul	46106	44318	1508	4	278	male	0.89938	1	x	3.2851
George	mul	45173	44888	55	3	229	male	0.99592	1	x	3.2851
Joseph	mul	37594	37308	23	0	264	male	0.99798	1	x	3.2851
Johann	mul	35978	35945	17	0	17	male	0.99845	1	x	3.2851
Louis	mul	35518	33454	44	0	2024	male	0.9957	1	x	3.2851
Anna	mul	33633	97	33389	5	144	female	0.99907	1	x	3.2851
Henry	mul	33544	33399	25	2	118	male	0.99749	1	x	3.2851
Daniel	mul	32248	31997	19	7	227	male	0.99784	1	x	3.2851
Jan	mul	31252	30772	417	1	65	male	0.95735	1	x	3.2851
Maria	mul	30345	1903	28379	5	60	female	0.97994	1	x	3.2851
Elizabeth	mul	30267	66	27579	1	2622	female	0.99926	1	x	3.2851
Edward	mul	29581	29405	12	1	164	male	0.99863	1	x	3.2851
Hans	mul	26451	26431	11	1	8	male	0.9986	1	x	3.2851
Josef	mul	26368	25936	2	0	430	male	0.99975	1	x	3.2851
Karl	mul	26313	26223	8	0	83	male	0.999	1	x	3.2851
Alexander	mul	26272	26078	19	3	172	male	0.9975	1	x	3.2851
Martin	mul	25582	25157	27	0	399	male	0.99649	1	x	3.2851
Marc	mul	25131	21012	18	3	4098	male	0.99705	1	x	3.2851
Eric	mul	24416	18956	4	6	5450	male	0.99899	1	x	3.2851
Hermann	mul	23296	23172	2	0	124	male	0.99972	1	x	3.2851
Max	mul	22338	20670	36	2	1630	male	0.99422	1	x	3.2851
François	mul	21740	21656	20	0	64	male	0.99698	1	x	3.2851
Walter	mul	20531	20420	8	1	103	male	0.99867	1	x	3.2851
Andrew	en	19629	19508	4	2	116	male	0.99922	1	x	3.2851
Michel	mul	19596	18020	38	0	1538	male	0.99312	1	x	3.2851
Arthur	mul	19206	19120	6	1	79	male	0.99892	1	x	3.2851
Antonio	mul	18994	18960	4	0	30	male	0.99931	1	x	3.2851
Pierre	mul	18810	18759	5	0	46	male	0.99913	1	x	3.2851
Carl	mul	18791	18698	5	1	87	male	0.99907	1	x	3.2851
Friedrich	de	18435	18419	10	0	6	male	0.99822	1	x	3.2851
Mike	mul	18326	17378	12	0	936	male	0.99774	1	x	3.2851
Sarah	mul	18020	43	17537	6	434	female	0.99915	1	x	3.2851
Victor	mul	17874	17826	8	0	40	male	0.99853	1	x	3.2851
Margaret	en	17758	45	17679	1	34	female	0.99921	1	x	3.2851
Frank	mul	17742	17546	14	1	181	male	0.99733	1	x	3.2851
Albert	mul	17736	17654	7	0	75	male	0.9987	1	x	3.2851
Samuel	mul	17673	17380	6	2	285	male	0.99875	1	x	3.2851
Tony	mul	17380	15606	166	3	1608	male	0.96606	1	x	3.2851
Mark	mul	16814	16610	6	1	197	male	0.99875	1	x	3.2851
Franz	mul	16577	16499	5	0	73	male	0.99901	1	x	3.2851
Wilhelm	de	16539	16491	2	0	47	male	0.9996	1	x	3.2851
Bruno	mul	16508	14340	12	6	2152	male	0.99684	1	x	3.2851
Marta	mul	16442	35	12715	0	3698	female	0.99916	1	x	3.2851
Patrick	mul	16378	16276	9	1	92	male	0.99813	1	x	3.2851
Heinrich	mul	16275	16269	2	2	2	male	0.99947	1	x	3.2851
Georg	mul	16218	16147	4	0	67	male	0.99919	1	x	3.2851
Johannes	mul	16164	14725	9	1	1429	male	0.99793	1	x	3.2851
Juan	mul	16101	16070	19	0	12	male	0.99613	1	x	3.2851
Alfred	mul	16014	15468	8	0	538	male	0.9983	1	x	3.2851
Christopher	mul	15941	15830	11	2	98	male	0.9976	1	x	3.2851
Bill	mul	15530	14988	8	4	530	male	0.99798	1	x	3.2851
Jim	mul	15438	14632	4	4	802	male	0.99883	1	x	3.2851
Fernando	mul	14978	11950	4	0	3024	male	0.9989	1	x	3.2851
Francis	mul	14816	13802	141	0	875	male	0.96753	1	x	3.2851
Carlos	mul	14405	14153	6	2	245	male	0.99847	1	x	3.2851
Joe	mul	14298	13526	24	6	744	male	0.99377	1	x	3.2851
Miguel	mul	14026	11446	2	0	2578	male	0.99943	1	x	3.2851
Claude	mul	13908	12310	712	4	882	male	0.8401	1	x	3.2851
Bob	mul	13808	13396	12	2	398	male	0.99692	1	x	3.2851
Milan	mul	13734	12465	42	0	1227	male	0.98905	1	x	3.2851
Fritz	mul	13628	13298	0	2	328	male	0.99985	1	x	3.2851
Felix	mul	13590	11073	15	3	2499	male	0.9953	1	x	3.2851
Stephen	mul	13404	10082	9	1	3312	male	0.99698	1	x	3.2851
Marie	mul	13270	1688	11098	2	485	female	0.9557	1	x	3.2851
Александр	ru	13167	13144	3	0	22	male	0.99925	1	x	3.2851
Laura	mul	12991	16	11671	2	1303	female	0.99953	1	x	3.2851
Francisco	mul	12882	11175	2	0	1706	male	0.99941	1	x	3.2851
Rudolf	mul	12854	12517	6	1	330	male	0.99835	1	x	3.2851
Adam	mul	12833	10957	10	4	1862	male	0.99665	1	x	3.2851
Otto	mul	12772	12600	5	0	168	male	0.9987	1	x	3.2851
Catherine	mul	12653	33	12547	2	71	female	0.99915	1	x	3.2851
František	mul	12345	11962	2	0	382	male	0.99945	1	x	3.2851
Ernst	mul	12334	12083	3	0	248	male	0.99919	1	x	3.2851
Manuel	mul	12238	10845	5	4	1384	male	0.99812	1	x	3.2851
Barbara	mul	12236	18	10912	0	1308	female	0.9995	1	x	3.2851
Tim	mul	11926	9886	14	2	2024	male	0.99517	1	x	3.2851
Benjamin	mul	11924	11650	2	1	270	male	0.99935	1	x	3.2851
Andreas	mul	11808	11795	9	0	4	male	0.9975	1	x	3.2851
Simon	mul	11652	9450	2	2	2198	male	0.99909	1	x	3.2851
Anthony	mul	11643	10006	5	0	1632	male	0.99836	1	x	3.2851
Fred	mul	11532	10632	14	0	886	male	0.99569	1	x	3.2851
Matthew	en	11340	6772	3	2	4563	male	0.99825	1	x	3.2851
Jacques	mul	11236	10771	11	1	454	male	0.99656	1	x	3.2851
Frederick	mul	11158	10679	8	1	471	male	0.99745	1	x	3.2851
Sandra	mul	11128	10	8284	0	2834	female	0.99963	1	x	3.2851
Jane	mul	11006	63	10913	2	28	female	0.99819	1	x	3.2851
Luis	mul	10976	8948	6	2	2021	male	0.99758	1	x	3.2851
Karel	mul	10788	10395	4	0	389	male	0.99874	1	x	3.2851
Giovanni	it	10740	10701	2	0	38	male	0.99939	1	x	3.2851
Владимир	mul	10580	10572	1	0	7	male	0.99969	1	x	3.2851
Tom	mul	10553	9461	12	2	1078	male	0.99564	1	x	3.2851
Ben	mul	10446	8862	18	2	1566	male	0.99315	1	x	3.2851
Eva	mul	10433	27	10171	1	237	female	0.99916	1	x	3.2851
Jonathan	mul	10423	7984	9	1	2429	male	0.99619	1	x	3.2851
Anton	mul	10410	9757	2	3	648	male	0.99902	1	x	3.2851
Brian	mul	10405	7992	4	0	2409	male	0.99836	1	x	3.2851
Francesco	mul	10275	10240	0	0	35	male	1.0	1	x	3.2851
Giuseppe	mul	10166	10100	2	1	63	male	0.99925	1	x	3.2851
Ana	mul	10101	16	6292	2	3792	female	0.99913	1	x	3.2851
Philip	mul	10101	8626	3	1	1471	male	0.99874	1	x	3.2851
Harry	mul	10035	9343	8	1	683	male	0.99709	1	x	3.2851
Stefan	mul	9997	9987	3	0	7	male	0.99901	1	x	3.2851
Diego	mul	9862	7940	2	2	1918	male	0.99892	1	x	3.2851
Николай	mul	9745	9743	0	0	2	male	1.0	1	x	3.2851
Pedro	mul	9727	9704	2	0	21	male	0.99932	1	x	3.2851
Kevin	en	9700	7456	5	3	2237	male	0.9974	1	x	3.2851
André	mul	9672	8638	10	1	1023	male	0.9961	1	x	3.2851
Alice	mul	9659	31	8861	1	766	female	0.9989	1	x	3.2851
Johan	mul	9633	8964	19	0	650	male	0.99309	1	x	3.2851
Bernard	mul	9611	9562	2	0	47	male	0.99931	1	x	3.2851
Herbert	mul	9610	9584	5	0	23	male	0.99829	1	x	3.2851
Jack	mul	9469	8512	9	5	943	male	0.99596	1	x	3.2851
Dan	mul	9400	8566	14	2	818	male	0.99443	1	x	3.2851
Roger	mul	9370	8400	5	0	966	male	0.99805	1	x	3.2851
Jiří	cs	9367	8815	1	0	551	male	0.99963	1	x	3.2851
Chris	mul	9327	7632	216	2	1478	male	0.91472	1	x	3.2851
Alan	mul	9210	8011	13	0	1186	male	0.9947	1	x	3.2851
Wolfgang	mul	9174	9168	1	0	5	male	0.99964	1	x	3.2851
Henri	mul	8875	8610	2	0	263	male	0.99924	1	x	3.2851
Caroline	mul	8783	20	7453	0	1310	female	0.99918	1	x	3.2851
Charlotte	mul	8767	26	8332	2	408	female	0.99898	1	x	3.2851
Mario	mul	8757	7734	12	1	1010	male	0.9948	1	x	3.2851
Emma	mul	8698	22	7948	6	724	female	0.99893	1	x	3.2851
Olivier	mul	8690	7564	20	0	1106	male	0.99139	1	x	3.2851
Иван	mul	8652	8651	1	0	0	male	0.99962	1	x	3.2851
J.	mul	8630	7232	606	100	692	male	0.77574	1	x	3.2851
Dave	mul	8594	8196	4	0	394	male	0.9984	1	x	3.2851
Marco	mul	8485	8446	1	0	38	male	0.99961	1	x	3.2851
Susan	mul	8478	32	7082	1	1365	female	0.99858	1	x	3.2851
August	mul	8307	8124	11	0	173	male	0.99557	1	x	3.2851
Jeff	mul	8268	7586	8	0	674	male	0.99655	1	x	3.2851
Emil	mul	8253	7940	5	0	309	male	0.99794	1	x	3.2851
Charlie	en	8241	7311	288	12	630	male	0.88413	1	x	3.2851
Julia	mul	8222	25	8189	1	7	female	0.99903	1	x	3.2851
Jacob	mul	8199	6985	8	2	1204	male	0.99597	1	x	3.2851
Ken	mul	8188	7138	12	0	1038	male	0.99451	1	x	3.2851
Matt	mul	8120	7522	8	6	586	male	0.99573	1	x	3.2851
Helen	mul	8073	16	7663	1	394	female	0.99933	1	x	3.2851
Ludwig	mul	8068	8042	1	0	25	male	0.99959	1	x	3.2851
Jean-Pierre	fr	7866	7624	2	0	240	male	0.99914	1	x	3.2851
Jennifer	mul	7802	10	7699	1	92	female	0.99957	1	x	3.2851
Emily	mul	7690	22	6463	1	1204	female	0.99892	1	x	3.2851
Hugo	mul	7662	7597	3	0	62	male	0.9987	1	x	3.2851
Сергей	mul	7600	7595	0	0	5	male	1.0	1	x	3.2851
Gabriel	mul	7593	6432	39	1	1121	male	0.98032	1	x	3.2851
Elisabeth	mul	7559	46	7505	2	10	female	0.99806	1	x	3.2851
Christoph	mul	7549	6404	8	0	1139	male	0.99591	1	x	3.2851
Julius	mul	7470	7431	1	2	36	male	0.99929	1	x	3.2851
Don	mul	7390	7102	0	0	288	male	1.0	1	x	3.2851
Sara	mul	7368	8	7298	2	61	female	0.99958	1	x	3.2851
Roberto	mul	7358	7332	3	0	23	male	0.99866	1	x	3.2851
Larry	en	7338	6578	4	2	754	male	0.9977	1	x	3.2851
Дмитрий	ru	7264	7258	0	2	4	male	0.99972	1	x	3.2851
Nicolas	mul	7258	6309	9	0	940	male	0.99534	1	x	3.2851
Frances	mul	7255	37	7204	2	12	female	0.99835	1	x	3.2851
Jaroslav	mul	7240	6847	1	0	392	male	0.99952	1	x	3.2851
Andrea	mul	7183	3778	2837	4	567	female	0.71134	1	x	3.2851
Annie	mul	7180	24	6494	0	662	female	0.99888	1	x	3.2851
Gustav	mul	7165	7139	0	0	26	male	1.0	1	x	3.2851
Donald	mul	7163	6402	8	0	754	male	0.99591	1	x	3.2851
Philippe	mul	7155	7080	7	2	66	male	0.99648	1	x	3.2851
Jorge	mul	7143	5854	5	0	1284	male	0.9972	1	x	3.2851
Alberto	mul	7107	6227	4	0	876	male	0.99789	1	x	3.2851
Marianne	mul	7104	30	6274	0	802	female	0.99855	1	x	3.2851
Ron	mul	7094	6530	2	0	562	male	0.99899	1	x	3.2851
Kurt	de	7047	6575	7	0	465	male	0.99651	1	x	3.2851
Steve	mul	7044	6474	1	0	569	male	0.99949	1	x	3.2851
Михаил	mul	7026	7019	0	0	7	male	1.0	1	x	3.2851
Ernest	mul	7025	6758	4	0	263	male	0.99806	1	x	3.2851
Alex	mul	7015	4991	356	11	1659	male	0.80872	1	x	3.2851
Erik	mul	6984	6969	1	0	14	male	0.99953	1	x	3.2851
Eduard	mul	6977	6653	5	0	319	male	0.99754	1	x	3.2851
Maurice	mul	6961	6673	13	0	275	male	0.99364	1	x	3.2851
Petr	mul	6954	6154	3	0	797	male	0.9984	1	x	3.2851
Ian	mul	6952	5709	7	3	1233	male	0.99547	1	x	3.2851
Esther	mul	6942	22	5998	0	922	female	0.99888	1	x	3.2851
Hugh	mul	6935	6816	3	1	115	male	0.99841	1	x	3.2851
Laurent	fr	6888	6866	8	0	14	male	0.99619	1	x	3.2851
Christine	mul	6847	18	5531	2	1297	female	0.9989	1	x	3.2851
A.	mul	6802	4756	800	40	1206	male	0.64062	1	x	3.2851
Elena	mul	6782	10	6340	0	434	female	0.99952	1	x	3.2851
Patricia	mul	6769	13	6728	0	28	female	0.99941	1	x	3.2851
Steven	mul	6761	6699	0	3	59	male	0.99955	1	x	3.2851
Václav	mul	6737	6477	0	0	260	male	1.0	1	x	3.2851
Scott	mul	6712	4935	16	0	1762	male	0.98946	1	x	3.2851
Pavel	mul	6572	5760	1	0	811	male	0.99943	1	x	3.2851
Adolf	mul	6546	6502	0	0	44	male	1.0	1	x	3.2851
Werner	mul	6540	6070	4	0	466	male	0.99784	1	x	3.2851
Andy	mul	6538	5646	44	0	848	male	0.97504	1	x	3.2851
Georges	mul	6524	6246	4	0	274	male	0.9979	1	x	3.2851
Kenneth	en	6514	5010	5	4	1495	male	0.99594	1	x	3.2851
Pascal	mul	6472	5626	22	2	822	male	0.98697	1	x	3.2851
Ann	mul	6425	20	5891	0	515	female	0.99897	1	x	3.2851
René	mul	6417	5954	22	1	440	male	0.98784	1	x	3.2851
Gerhard	mul	6327	6274	1	1	51	male	0.99932	1	x	3.2851
Helena	mul	6307	17	6238	0	53	female	0.99917	1	x	3.2851
Jason	mul	6286	4371	4	3	1908	male	0.99632	1	x	3.2851
Ferdinand	mul	6279	6092	0	0	187	male	1.0	1	x	3.2851
Katherine	mul	6256	10	5352	1	894	female	0.99937	1	x	3.2851
Julie	mul	6238	19	6013	0	206	female	0.99904	1	x	3.2851
Rafael	mul	6219	4978	0	0	1241	male	1.0	1	x	3.2851
محمد	mul	6213	6166	0	0	47	male	1.0	1	x	3.2851
Klaus	mul	6202	6043	2	0	157	male	0.99891	1	x	3.2851
Guido	mul	6150	5456	4	0	690	male	0.9976	1	x	3.2851
Sophie	mul	6132	62	5266	0	807	female	0.99643	1	x	3.2851
Louise	mul	6127	23	5279	1	824	female	0.99862	1	x	3.2851
Lisa	mul	6050	9	5665	1	375	female	0.99946	1	x	3.2851
Raymond	mul	6013	5438	2	0	574	male	0.99879	1	x	3.2851
Timothy	mul	6005	3960	5	1	2039	male	0.99562	1	x	3.2851
Julien	mul	5996	4930	8	0	1058	male	0.9947	1	x	3.2851
Vincent	mul	5948	4767	9	1	1171	male	0.99363	1	x	3.2851
Gary	mul	5934	4719	2	2	1211	male	0.99819	1	x	3.2851
Bernhard	mul	5933	5531	0	0	402	male	1.0	1	x	3.2851
Antoine	fr	5929	5439	18	0	473	male	0.98925	1	x	3.2851
Jakob	mul	5925	5515	2	0	408	male	0.99881	1	x	3.2851
Ruth	mul	5925	12	5233	2	679	female	0.99919	1	x	3.2851
Harold	mul	5922	5809	1	0	113	male	0.99943	1	x	3.2851
Rebecca	mul	5909	11	4165	2	1731	female	0.99905	1	x	3.2851
Ralph	mul	5902	5417	0	0	485	male	1.0	1	x	3.2851
Carlo	mul	5845	5820	2	0	23	male	0.99887	1	x	3.2851
Luigi	mul	5836	5481	0	0	355	male	1.0	1	x	3.2851
Johanna	mul	5830	18	5262	1	551	female	0.9989	1	x	3.2851
Edmund	mul	5817	5599	0	0	218	male	1.0	1	x	3.2851
Jessica	mul	5811	5	5616	7	183	female	0.99935	1	x	3.2851
Evelyn	mul	5792	690	4458	4	640	female	0.95476	1	x	3.2851
Marcel	mul	5792	5131	6	1	654	male	0.99598	1	x	3.2851
Rachel	mul	5782	14	4202	1	1565	female	0.99891	1	x	3.2851
Sebastian	mul	5769	4246	4	0	1519	male	0.99691	1	x	3.2851
Guy	mul	5735	5255	7	0	473	male	0.99564	1	x	3.2851
Ronald	mul	5725	4611	6	0	1109	male	0.99574	1	x	3.2851
Eduardo	mul	5712	4601	1	0	1110	male	0.99929	1	x	3.2851
Jerry	mul	5712	5030	12	2	668	male	0.99183	1	x	3.2851
Alain	mul	5677	5619	1	0	57	male	0.99942	1	x	3.2851
Rita	mul	5638	18	4534	0	1086	female	0.99879	1	x	3.2851
Andrzej	pl	5630	5630	0	0	0	male	1.0	1	x	3.2851
Anita	mul	5528	16	4502	0	1012	female	0.99892	1	x	3.2851
Douglas	mul	5523	4611	25	1	886	male	0.98229	1	x	3.2851
Alexandra	mul	5520	7	5295	0	218	female	0.9996	1	x	3.2851
Leo	mul	5498	5119	12	0	367	male	0.99236	1	x	3.2851
Ed	mul	5494	5242	0	0	252	male	1.0	1	x	3.2851
Matthias	mul	5485	4557	1	0	927	male	0.99928	1	x	3.2851
Maxamed	so	5467	5426	0	0	41	male	1.0	1	x	3.2851
ひろし	ja	5418	5304	0	0	114	male	1.0	1	x	3.2851
Ricardo	mul	5409	4215	0	0	1194	male	1.0	1	x	3.2851
Paolo	mul	5362	5330	3	0	28	male	0.99815	1	x	3.2851
Ellen	mul	5340	25	4944	1	371	female	0.9984	1	x	3.2851
Léon	mul	5328	5322	2	0	4	male	0.99877	1	x	3.2851
Ryan	mul	5321	3415	48	6	1853	male	0.95426	1	x	3.2851
Alexandre	mul	5317	4275	9	0	1033	male	0.99313	1	x	3.2851
Jana	mul	5316	17	5097	3	201	female	0.99881	1	x	3.2851
Nicholas	mul	5253	4829	7	1	416	male	0.99506	1	x	3.2851
Gilles	mul	5240	4734	20	0	488	male	0.98631	1	x	3.2851
Dick	mul	5234	5076	0	0	158	male	1.0	1	x	3.2851
Martha	mul	5210	10	4736	1	465	female	0.99929	1	x	3.2851
Józef	mul	5193	5192	0	0	1	male	1.0	1	x	3.2851
Karen	mul	5191	107	5073	1	11	female	0.99356	1	x	3.2851
Ivan	mul	5181	4992	2	3	185	male	0.99809	1	x	3.2851
Willy	mul	5172	4778	108	0	286	male	0.93088	1	x	3.2851
Joachim	mul	5150	4779	4	0	367	male	0.99726	1	x	3.2851
Agnes	mul	5137	14	4882	1	241	female	0.99907	1	x	3.2851
Alessandro	mul	5101	5079	5	0	18	male	0.99678	1	x	3.2851
Diana	mul	5080	8	4074	0	998	female	0.9994	1	x	3.2851
Lars	mul	5080	4373	0	0	707	male	1.0	1	x	3.2851
Alexis	mul	5038	3276	774	6	984	male	0.56244	1	x	3.2851
Heinz	mul	5021	4738	0	0	283	male	1.0	1	x	3.2851
Jean-François	mul	5006	4662	0	2	342	male	0.99957	1	x	3.2851
Erich	mul	4995	4954	2	0	39	male	0.99868	1	x	3.2851
Claudia	mul	4990	7	3728	0	1255	female	0.99943	1	x	3.2851
Tommy	mul	4976	4704	14	2	256	male	0.9899	1	x	3.2851
Johnny	en	4870	4552	10	0	310	male	0.99283	1	x	3.2851
Philipp	mul	4855	4072	3	0	780	male	0.99759	1	x	3.2851
Linda	mul	4852	8	3761	0	1083	female	0.99935	1	x	3.2851
Oscar	mul	4845	4043	3	3	796	male	0.99683	1	x	3.2851
Dorothy	mul	4826	10	4569	0	248	female	0.99933	1	x	3.2851
Алексей	mul	4822	4820	1	0	1	male	0.99932	1	x	3.2851
Theodor	mul	4813	4683	2	0	128	male	0.9986	1	x	3.2851
Roman	mul	4784	4118	4	0	662	male	0.99682	1	x	3.2851
Mathias	mul	4772	4008	2	0	762	male	0.99836	1	x	3.2851
Rosa	mul	4749	16	4064	0	669	female	0.9988	1	x	3.2851
Piotr	mul	4744	4741	1	0	2	male	0.99931	1	x	3.2851
Isabel	mul	4735	30	4704	0	4	female	0.99806	1	x	3.2851
Serge	mul	4730	4280	2	0	448	male	0.99847	1	x	3.2851
Nicole	mul	4728	21	3481	2	1225	female	0.99799	1	x	3.2851
Nathalie	mul	4724	8	3912	6	798	female	0.99891	1	x	3.2851
Marcos	mul	4706	3538	2	0	1166	male	0.99815	1	x	3.2851
Roland	mul	4689	4670	0	0	19	male	1.0	1	x	3.2851
Василий	mul	4680	4679	0	0	1	male	1.0	1	x	3.2851
Markus	mul	4676	4674	1	0	1	male	0.9993	1	x	3.2851
Nina	mul	4659	19	3806	0	834	female	0.99848	1	x	3.2851
Phil	mul	4648	4236	16	0	396	male	0.98774	1	x	3.2851
Jeffrey	mul	4639	2823	6	2	1809	male	0.99237	1	x	3.2851
Bruce	mul	4637	4058	9	3	568	male	0.99204	1	x	3.2851
Jerzy	mul	4630	4630	0	0	0	male	1.0	1	x	3.2851
Sally	mul	4584	64	3636	0	886	female	0.99467	1	x	3.2851
Vladimír	mul	4580	4377	1	0	203	male	0.99925	1	x	3.2851
Keith	mul	4552	3828	7	0	718	male	0.99403	1	x	3.2851
Antonín	mul	4550	4410	0	0	140	male	1.0	1	x	3.2851
Edwin	mul	4523	4157	4	0	362	male	0.99685	1	x	3.2851
Pietro	mul	4522	4512	0	0	10	male	1.0	1	x	3.2851
Edith	mul	4518	16	4289	0	214	female	0.99887	1	x	3.2851
Oliver	mul	4515	4473	12	0	30	male	0.99126	1	x	3.2851
Leopold	mul	4513	4489	2	0	22	male	0.99854	1	x	3.2851
Dennis	en	4496	3783	5	0	708	male	0.99568	1	x	3.2851
Javier	es	4467	3408	2	0	1057	male	0.99808	1	x	3.2851
Sam	mul	4452	3585	162	2	704	male	0.87032	1	x	3.2851
Amy	mul	4440	16	2970	1	1453	female	0.99826	1	x	3.2851
Angela	mul	4437	6	3395	1	1035	female	0.99937	1	x	3.2851
Ulrich	mul	4437	3973	5	0	459	male	0.99588	1	x	3.2851
Brigitte	mul	4430	14	3986	0	430	female	0.99893	1	x	3.2851
Christina	mul	4415	6	3307	1	1101	female	0.99936	1	x	3.2851
Lucy	mul	4400	15	3809	2	574	female	0.99864	1	x	3.2851
Denis	mul	4392	3749	4	0	639	male	0.99651	1	x	3.2851
Josh	mul	4392	4080	4	0	308	male	0.99679	1	x	3.2851
Joanna	mul	4373	6	4356	1	10	female	0.99951	1	x	3.2851
Miroslav	mul	4365	4163	1	0	202	male	0.99921	1	x	3.2851
Joshua	mul	4363	2631	8	3	1721	male	0.98899	1	x	3.2851
Anders	mul	4360	3845	0	0	515	male	1.0	1	x	3.2851
C.	mul	4356	3186	426	40	704	male	0.6888	1	x	3.2851
Adrian	mul	4341	3473	32	0	837	male	0.97062	1	x	3.2851
Robin	mul	4339	2723	566	2	1048	male	0.59398	1	x	3.2851
Marina	mul	4326	6	3193	0	1127	female	0.99943	1	x	3.2851
Bobby	mul	4318	4066	36	2	214	male	0.97127	1	x	3.2851
María	es	4313	114	4190	0	9	female	0.99179	1	x	3.2851
Michelle	mul	4311	21	2989	1	1300	female	0.99776	1	x	3.2851
Gerald	mul	4283	3853	4	2	424	male	0.99609	1	x	3.2851
Sonia	mul	4272	8	2896	0	1368	female	0.99916	1	x	3.2851
Sergio	mul	4270	3397	0	0	873	male	1.0	1	x	3.2851
Arnold	mul	4263	4042	4	0	217	male	0.99676	1	x	3.2851
Amanda	mul	4261	6	2590	3	1663	female	0.99894	1	x	3.2851
Pablo	mul	4257	3247	1	0	1009	male	0.99899	1	x	3.2851
Rick	mul	4244	3840	4	0	400	male	0.99659	1	x	3.2851
Victoria	mul	4243	10	3233	0	1001	female	0.99906	1	x	3.2851
Stephanie	mul	4237	18	2518	0	1701	female	0.99783	1	x	3.2851
Colin	mul	4217	3687	4	1	525	male	0.99618	1	x	3.2851
Janet	mul	4216	17	4195	1	4	female	0.9987	1	x	3.2851
Paula	mul	4204	26	3219	0	962	female	0.99755	1	x	3.2851
Viktor	mul	4190	3771	4	0	415	male	0.99653	1	x	3.2851
Zdeněk	cs	4186	3922	0	0	264	male	1.0	1	x	3.2851
Guillaume	mul	4172	3582	3	0	587	male	0.99726	1	x	3.2851
Kate	mul	4160	8	4106	12	36	female	0.99852	1	x	3.2851
Helmut	mul	4156	4155	0	0	1	male	1.0	1	x	3.2851
Daniela	mul	4152	4	3100	0	1048	female	0.99961	1	x	3.2851
Didier	mul	4148	3856	4	0	288	male	0.9966	1	x	3.2851
Ida	mul	4147	32	3848	1	266	female	0.9974	1	x	3.2851
Justin	mul	4146	2890	14	2	1240	male	0.98367	1	x	3.2851
Dominique	mul	4140	2523	1031	3	586	female	0.5728	1	x	3.2851
Geoffrey	en	4122	3578	2	0	543	male	0.99817	1	x	3.2851
Isaac	mul	4121	3532	0	0	589	male	1.0	1	x	3.2851
Aaron	mul	4120	3219	3	0	898	male	0.99695	1	x	3.2851
Massimo	mul	4114	3490	2	0	622	male	0.99812	1	x	3.2851
Judith	mul	4113	14	4091	2	7	female	0.99881	1	x	3.2851
Gordon	mul	4104	3710	16	0	378	male	0.98603	1	x	3.2851
Marcus	mul	4101	3420	4	0	677	male	0.99617	1	x	3.2851
Jean-Louis	fr	4084	3952	4	0	128	male	0.99669	1	x	3.2851
Alois	mul	4080	3933	1	0	146	male	0.99917	1	x	3.2851
Jose	mul	4076	2509	52	0	1553	male	0.93626	1	x	3.2851
Leonard	mul	4071	3689	3	0	379	male	0.99734	1	x	3.2851
Julian	mul	4068	3304	88	0	678	male	0.91954	1	x	3.2851
Hubert	mul	4039	3765	4	0	270	male	0.99652	1	x	3.2851
Antoni	mul	4033	3897	1	0	135	male	0.99916	1	x	3.2851
Norman	mul	4025	3716	3	0	306	male	0.99735	1	x	3.2851
Павел	mul	3985	3985	1	0	0	male	0.99918	1	x	3.2851
Claire	mul	3980	24	2811	0	1145	female	0.99741	1	x	3.2851
Jonas	mul	3969	3432	2	1	534	male	0.9978	1	x	3.2851
Андрей	mul	3969	3966	0	0	3	male	1.0	1	x	3.2851
Виктор	mul	3964	3935	0	0	29	male	1.0	1	x	3.2851
Jürgen	mul	3953	3667	3	0	283	male	0.99732	1	x	3.2851
Enrique	mul	3935	3423	3	0	509	male	0.99713	1	x	3.2851
Jordi	ca	3916	3098	10	0	808	male	0.98951	1	x	3.2851
Jules	mul	3913	3685	34	0	194	male	0.97058	1	x	3.2851
Florence	mul	3908	58	3847	1	4	female	0.99535	1	x	3.2851
Eddie	mul	3906	3746	16	0	144	male	0.98616	1	x	3.2851
Gregory	mul	3906	2562	2	0	1342	male	0.99744	1	x	3.2851
Abraham	mul	3901	3826	0	1	74	male	0.99974	1	x	3.2851
Tomáš	mul	3887	3726	0	0	161	male	1.0	1	x	3.2851
Jon	mul	3882	3390	11	2	480	male	0.98888	1	x	3.2851
Nancy	mul	3876	7	3231	1	637	female	0.99925	1	x	3.2851
Teresa	mul	3876	5	3846	1	25	female	0.99953	1	x	3.2851
Nick	mul	3873	3390	1	0	482	male	0.99903	1	x	3.2851
Sébastien	mul	3866	3198	2	0	666	male	0.99795	1	x	3.2851
