nameLabel	nameLang	count	count_male	count_female	count_other	count_undefined	prevalent_gender	confidence	nameLabel_count	dummy	normalization_factor
Hjördis	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Honorio	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Horton	mul	28	24	1	1	2	male	0.8485	1	x	3.2851
Idoia	mul	28	0	27	0	1	female	1.0	1	x	3.2851
Idoya	mul	28	0	27	0	1	female	1.0	1	x	3.2851
Ifeanyi	mul	28	25	2	0	1	male	0.79189	1	x	3.2851
Ildebrando	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Isaura	mul	28	0	25	0	3	female	1.0	1	x	3.2851
Isobell	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Jean-Didier	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Joko	mul	28	25	0	0	3	male	1.0	1	x	3.2851
Joram	mul	28	26	0	0	2	male	1.0	1	x	3.2851
Josue	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Juta	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Jógvan	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Kader	mul	28	26	2	0	0	male	0.79828	1	x	3.2851
Kaisu	mul	28	0	27	0	1	female	1.0	1	x	3.2851
Karl-Wilhelm	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Kirill	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Kwaku	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Lander	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Lechosław	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Letty	mul	28	1	23	0	4	female	0.98694	1	x	3.2851
Lilith	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Luitpold	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Maaria	mul	28	0	27	0	1	female	1.0	1	x	3.2851
Madlen	mul	28	0	26	0	2	female	1.0	1	x	3.2851
Mady	mul	28	1	27	0	0	female	0.98885	1	x	3.2851
Marie-Therese	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Marinka	mul	28	0	28	0	0	female	1.0	1	x	3.2851
María Ana	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Mathías	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Maurilio	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Migena	mul	28	0	3	0	25	female	1.0	1	x	3.2851
Mikaël	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Monia	mul	28	1	25	0	2	female	0.98797	1	x	3.2851
Mosè	mul	28	24	0	0	4	male	1.0	1	x	3.2851
Mozart	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Mylene	mul	28	0	17	0	11	female	1.0	1	x	3.2851
Nahid	mul	28	8	16	0	4	female	0.8679	1	x	3.2851
Nickolas	mul	28	19	0	0	9	male	1.0	1	x	3.2851
Nicolay	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Noe	mul	28	25	3	0	0	male	0.71725	1	x	3.2851
Oddmund	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Opal	mul	28	0	27	0	1	female	1.0	1	x	3.2851
Osmund	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Otilia	mul	28	1	24	0	3	female	0.98748	1	x	3.2851
Parish	mul	28	26	1	0	1	male	0.88782	1	x	3.2851
Pedro Miguel	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Perceval	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Petros	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Pierre-Alexis	mul	28	24	0	0	4	male	1.0	1	x	3.2851
Pompilio	mul	28	24	0	0	4	male	1.0	1	x	3.2851
Rachida	mul	28	1	27	0	0	female	0.98885	1	x	3.2851
Remedios	mul	28	0	27	0	1	female	1.0	1	x	3.2851
Reyna	mul	28	1	26	0	1	female	0.98843	1	x	3.2851
Reşat	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Rhianna	mul	28	1	19	0	8	female	0.98423	1	x	3.2851
Rian	mul	28	18	5	0	5	male	0.52287	1	x	3.2851
Richa	mul	28	0	22	0	6	female	1.0	1	x	3.2851
Saku	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Sammie	mul	28	19	8	0	1	female	0.5804	1	x	3.2851
Scipion	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Sem	mul	28	27	1	0	0	male	0.89153	1	x	3.2851
Seneca	mul	28	25	0	0	3	male	1.0	1	x	3.2851
Servet	mul	28	23	4	0	1	male	0.63641	1	x	3.2851
Shanti	mul	28	6	19	0	3	female	0.9123	1	x	3.2851
Shota	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Sidonia	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Sipke	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Socorro	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Somerled	mul	28	27	1	0	0	male	0.89153	1	x	3.2851
Tad	mul	28	26	0	0	2	male	1.0	1	x	3.2851
Terenzio	mul	28	26	0	0	2	male	1.0	1	x	3.2851
Thabo	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Torleif	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Ursel	mul	28	1	27	0	0	female	0.98885	1	x	3.2851
Varun	mul	28	21	0	0	7	male	1.0	1	x	3.2851
Vidas	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Vittorino	mul	28	27	0	0	1	male	1.0	1	x	3.2851
Wioleta	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Yanina	mul	28	0	25	0	3	female	1.0	1	x	3.2851
Yngvar	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Zulma	mul	28	1	27	0	0	female	0.98885	1	x	3.2851
Áine	mul	28	0	27	0	1	female	1.0	1	x	3.2851
Åshild	mul	28	0	28	0	0	female	1.0	1	x	3.2851
Родион	mul	28	28	0	0	0	male	1.0	1	x	3.2851
Corneel	nl	28	28	0	0	0	male	1.0	1	x	3.2851
Igo	pl	28	24	0	0	4	male	1.0	1	x	3.2851
Andreza	pt	28	0	10	0	18	female	1.0	1	x	3.2851
Elisabete	pt	28	0	21	0	7	female	1.0	1	x	3.2851
João Batista	pt	28	26	0	0	2	male	1.0	1	x	3.2851
Luís Carlos	pt	28	28	0	0	0	male	1.0	1	x	3.2851
Maria João	pt	28	0	28	0	0	female	1.0	1	x	3.2851
Eugênio	pt-br	28	28	0	0	0	male	1.0	1	x	3.2851
Luminița	ro	28	0	28	0	0	female	1.0	1	x	3.2851
Oľga	sk	28	0	28	0	0	female	1.0	1	x	3.2851
Pjetër	sq	28	28	0	0	0	male	1.0	1	x	3.2851
Fatbardha	sr	28	0	28	0	0	female	1.0	1	x	3.2851
Jerker	sv	28	28	0	0	0	male	1.0	1	x	3.2851
Funda	tr	28	0	21	0	7	female	1.0	1	x	3.2851
Yüksel	tr	28	22	2	0	4	male	0.77003	1	x	3.2851
Şerif	tr	28	27	1	0	0	male	0.89153	1	x	3.2851
Ізидор	uk	28	28	0	0	0	male	1.0	1	x	3.2851
Інна	uk	28	0	28	0	0	female	1.0	1	x	3.2851
Гнат	uk	28	28	0	0	0	male	1.0	1	x	3.2851
Христина	uk	28	0	28	0	0	female	1.0	1	x	3.2851
Bảo	vi	28	22	6	0	0	male	0.52744	1	x	3.2851
Thùy	vi	28	6	16	0	6	female	0.89754	1	x	3.2851
Xuân	vi	28	12	12	0	4	female	0.76663	1	x	3.2851
思源	zh	28	18	2	0	8	male	0.73259	1	x	3.2851
明之	zh	28	28	0	0	0	male	1.0	1	x	3.2851
曼	zh	28	16	10	0	2	female	0.67247	1	x	3.2851
波	zh	28	20	6	0	2	male	0.50364	1	x	3.2851
王	zh	28	28	0	0	0	male	1.0	1	x	3.2851
祚	zh	28	26	0	0	2	male	1.0	1	x	3.2851
遇	zh	28	26	0	0	2	male	1.0	1	x	3.2851
邦	zh	28	28	0	0	0	male	1.0	1	x	3.2851
家宝	zh-hans	28	22	2	0	4	male	0.77003	1	x	3.2851
树铮	zh-hans	28	26	0	0	2	male	1.0	1	x	3.2851
赡	zh-hans	28	28	0	0	0	male	1.0	1	x	3.2851
家寶	zh-hant	28	22	2	0	4	male	0.77003	1	x	3.2851
贍	zh-hant	28	28	0	0	0	male	1.0	1	x	3.2851
إلياس	ar	27	27	0	0	0	male	1.0	1	x	3.2851
إيمان	ar	27	0	22	0	5	female	1.0	1	x	3.2851
جاليل	ar	27	26	0	0	1	male	1.0	1	x	3.2851
حمادي	ar	27	25	0	0	2	male	1.0	1	x	3.2851
Lída	cs	27	0	26	0	1	female	1.0	1	x	3.2851
Brie	en	27	0	22	0	5	female	1.0	1	x	3.2851
Burgess	en	27	26	0	0	1	male	1.0	1	x	3.2851
Burrell	en	27	24	2	0	1	male	0.78508	1	x	3.2851
Eoghan	en	27	27	0	0	0	male	1.0	1	x	3.2851
Haywood	en	27	23	3	0	1	male	0.70004	1	x	3.2851
Juwan	en	27	27	0	0	0	male	1.0	1	x	3.2851
Kirwan	en	27	23	4	0	0	male	0.63641	1	x	3.2851
Molesworth	en	27	26	1	0	0	male	0.88782	1	x	3.2851
Pearson	en	27	25	0	0	2	male	1.0	1	x	3.2851
Rennie	en	27	23	3	0	1	male	0.70004	1	x	3.2851
Rubin	en	27	24	0	0	3	male	1.0	1	x	3.2851
Spence	en	27	26	0	0	1	male	1.0	1	x	3.2851
Tevin	en	27	27	0	0	0	male	1.0	1	x	3.2851
Eloísa	es	27	0	27	0	0	female	1.0	1	x	3.2851
Felisa	es	27	0	27	0	0	female	1.0	1	x	3.2851
Ibon	eu	27	25	0	0	2	male	1.0	1	x	3.2851
Aulikki	fi	27	0	26	0	1	female	1.0	1	x	3.2851
Bérengère	fr	27	0	27	0	0	female	1.0	1	x	3.2851
גיורא	he	27	25	0	0	2	male	1.0	1	x	3.2851
נתן	he	27	27	0	0	0	male	1.0	1	x	3.2851
סיון	he	27	6	18	0	3	female	0.90788	1	x	3.2851
עקיבא	he	27	27	0	0	0	male	1.0	1	x	3.2851
ज्योति	hi	27	2	19	0	6	female	0.96895	1	x	3.2851
Uchenna	ig	27	9	3	0	15	female	0.52268	1	x	3.2851
Þorsteinn	is	27	27	0	0	0	male	1.0	1	x	3.2851
きんじ	ja	27	27	0	0	0	male	1.0	1	x	3.2851
こうしろう	ja	27	27	0	0	0	male	1.0	1	x	3.2851
ここな	ja	27	0	27	0	0	female	1.0	1	x	3.2851
さや	ja	27	0	27	0	0	female	1.0	1	x	3.2851
たつこ	ja	27	0	27	0	0	female	1.0	1	x	3.2851
ていぞう	ja	27	24	3	0	0	male	0.7089	1	x	3.2851
としひさ	ja	27	25	0	0	2	male	1.0	1	x	3.2851
ひでつぐ	ja	27	21	0	0	6	male	1.0	1	x	3.2851
ふみひろ	ja	27	25	0	0	2	male	1.0	1	x	3.2851
ふゆき	ja	27	14	0	0	13	male	1.0	1	x	3.2851
みおこ	ja	27	0	27	0	0	female	1.0	1	x	3.2851
みつぐ	ja	27	27	0	0	0	male	1.0	1	x	3.2851
みつはる	ja	27	24	0	0	3	male	1.0	1	x	3.2851
もとあき	ja	27	26	0	0	1	male	1.0	1	x	3.2851
ゆうが	ja	27	27	0	0	0	male	1.0	1	x	3.2851
ゆうしょう	ja	27	27	0	0	0	male	1.0	1	x	3.2851
ゆうた	ja	27	27	0	0	0	male	1.0	1	x	3.2851
りくや	ja	27	21	0	0	6	male	1.0	1	x	3.2851
るりこ	ja	27	0	27	0	0	female	1.0	1	x	3.2851
拓夫	ja	27	22	0	0	5	male	1.0	1	x	3.2851
くらのすけ	ja-hira	27	27	0	0	0	male	1.0	1	x	3.2851
しげより	ja-hira	27	27	0	0	0	male	1.0	1	x	3.2851
ひでひさ	ja-hira	27	27	0	0	0	male	1.0	1	x	3.2851
ゆきの	ja-hira	27	0	27	0	0	female	1.0	1	x	3.2851
ゆりあ	ja-hira	27	0	24	0	3	female	1.0	1	x	3.2851
よしの	ja-hira	27	0	24	0	3	female	1.0	1	x	3.2851
りょうと	ja-hira	27	27	0	0	0	male	1.0	1	x	3.2851
太	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
娧	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
怠	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
態	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
殆	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
汰	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
泰	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
珆	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
笞	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
胎	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
脫	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
苔	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
跆	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
迨	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
邰	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
鈦	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
颱	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
鮐	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
경식	ko	27	21	0	0	6	male	1.0	1	x	3.2851
경원	ko	27	15	6	0	6	female	0.56786	1	x	3.2851
동혁	ko	27	25	0	0	2	male	1.0	1	x	3.2851
민영	ko	27	8	14	0	5	female	0.85183	1	x	3.2851
서연	ko	27	1	25	0	1	female	0.98797	1	x	3.2851
성은	ko	27	6	18	0	3	female	0.90788	1	x	3.2851
연	ko	27	6	3	0	18	female	0.62158	1	x	3.2851
우영	ko	27	20	1	0	6	male	0.85892	1	x	3.2851
원석	ko	27	23	0	0	4	male	1.0	1	x	3.2851
은혜	ko	27	0	27	0	0	female	1.0	1	x	3.2851
창호	ko	27	25	0	0	2	male	1.0	1	x	3.2851
태	ko	27	18	3	0	6	male	0.6462	1	x	3.2851
혜영	ko	27	1	25	0	1	female	0.98797	1	x	3.2851
Aba	mul	27	16	11	0	0	female	0.69311	1	x	3.2851
Abdellah	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Abderrahmane	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Adelin	mul	27	25	2	0	0	male	0.79189	1	x	3.2851
Adolfine	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Akif	mul	27	24	0	0	3	male	1.0	1	x	3.2851
Akiva	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Alexíus	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Amancio	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Archana	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Audley	mul	27	26	1	0	0	male	0.88782	1	x	3.2851
Auli	mul	27	1	25	0	1	female	0.98797	1	x	3.2851
Ayala	mul	27	0	22	0	5	female	1.0	1	x	3.2851
Ba	mul	27	25	1	0	1	male	0.88386	1	x	3.2851
Baillie	mul	27	17	9	0	1	female	0.63493	1	x	3.2851
Benoni	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Bharat	mul	27	23	0	0	4	male	1.0	1	x	3.2851
Bronislovas	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Brygida	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Børre	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Cassian	mul	27	25	0	0	2	male	1.0	1	x	3.2851
Castor	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Celestin	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Charissa	mul	27	1	17	0	9	female	0.98241	1	x	3.2851
Chitra	mul	27	2	23	0	2	female	0.97421	1	x	3.2851
Conan	mul	27	25	0	0	2	male	1.0	1	x	3.2851
Corwin	mul	27	23	0	0	4	male	1.0	1	x	3.2851
Custódio	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Cécilia	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Daina	mul	27	0	25	0	2	female	1.0	1	x	3.2851
Danila	mul	27	2	25	0	0	female	0.97623	1	x	3.2851
Darija	mul	27	0	26	0	1	female	1.0	1	x	3.2851
Darlan	mul	27	16	0	0	11	male	1.0	1	x	3.2851
Darley	mul	27	20	7	0	0	female	0.53484	1	x	3.2851
Darshan	mul	27	24	0	0	3	male	1.0	1	x	3.2851
Deepa	mul	27	1	22	0	4	female	0.98635	1	x	3.2851
Deividas	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Dele	mul	27	24	0	0	3	male	1.0	1	x	3.2851
Dierk	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Divya	mul	27	3	22	0	2	female	0.96014	1	x	3.2851
Diána	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Dragoljub	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Durk	mul	27	23	0	0	4	male	1.0	1	x	3.2851
Edla	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Eduarda	mul	27	1	26	0	0	female	0.98843	1	x	3.2851
Eligiusz	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Eloisa	mul	27	0	25	0	2	female	1.0	1	x	3.2851
Engel	mul	27	20	7	0	0	female	0.53484	1	x	3.2851
Enio	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Ersilia	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Eystein	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Fabrizia	mul	27	0	24	0	3	female	1.0	1	x	3.2851
Fadrique	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Fairfax	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Febo	mul	27	22	0	0	5	male	1.0	1	x	3.2851
Fereshteh	mul	27	0	20	0	7	female	1.0	1	x	3.2851
Ferid	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Fiammetta	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Fidelia	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Florinda	mul	27	0	26	0	1	female	1.0	1	x	3.2851
Fownes	mul	27	19	8	0	0	female	0.5804	1	x	3.2851
Frede	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Gasparo	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Giannis	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Gianpietro	mul	27	21	0	0	6	male	1.0	1	x	3.2851
Gifford	mul	27	26	1	0	0	male	0.88782	1	x	3.2851
Gila	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Gordie	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Grietje	mul	27	0	26	0	1	female	1.0	1	x	3.2851
Guenter	mul	27	25	0	0	2	male	1.0	1	x	3.2851
Helmar	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Herm	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Hero	mul	27	22	5	0	0	male	0.57254	1	x	3.2851
Hilarius	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Hinde	mul	27	1	25	0	1	female	0.98797	1	x	3.2851
Holden	mul	27	24	2	0	1	male	0.78508	1	x	3.2851
Honorat	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Hulusi	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Ignacia	mul	27	1	25	0	1	female	0.98797	1	x	3.2851
Iliana	mul	27	0	23	0	4	female	1.0	1	x	3.2851
Imen	mul	27	0	22	0	5	female	1.0	1	x	3.2851
Ingebrigt	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Inigo	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Ireneo	mul	27	25	0	0	2	male	1.0	1	x	3.2851
Isuf	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Itsuki	mul	27	15	12	0	0	female	0.72437	1	x	3.2851
Iurie	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Jadvyga	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Jeremie	mul	27	24	1	0	2	male	0.8796	1	x	3.2851
Jonáš	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Jordana	mul	27	0	25	0	2	female	1.0	1	x	3.2851
Josselin	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Jossine	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Jouke	mul	27	21	0	0	6	male	1.0	1	x	3.2851
Jupp	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Katelynn	mul	27	0	11	0	16	female	1.0	1	x	3.2851
Kenton	mul	27	23	0	0	4	male	1.0	1	x	3.2851
Kimi	mul	27	14	13	0	0	female	0.75311	1	x	3.2851
Kleber	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Konsta	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Leanna	mul	27	0	24	0	3	female	1.0	1	x	3.2851
Lorelei	mul	27	0	18	0	9	female	1.0	1	x	3.2851
Lucky	mul	27	24	2	1	0	male	0.76021	1	x	3.2851
Mahsa	mul	27	0	16	0	11	female	1.0	1	x	3.2851
Maider	mul	27	0	24	0	3	female	1.0	1	x	3.2851
Maksym	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Marinko	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Marketta	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Marlo	mul	27	16	11	0	0	female	0.69311	1	x	3.2851
Melike	mul	27	0	21	0	6	female	1.0	1	x	3.2851
Melker	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Meurig	mul	27	25	0	0	2	male	1.0	1	x	3.2851
Mohand	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Morena	mul	27	0	26	0	1	female	1.0	1	x	3.2851
Mose	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Motiejus	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Màrius	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Nihad	mul	27	24	1	0	2	male	0.8796	1	x	3.2851
Nikos	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Obinna	mul	27	25	0	0	2	male	1.0	1	x	3.2851
Olympe	mul	27	8	19	0	0	female	0.88639	1	x	3.2851
Paal	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Paolino	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Paulinho	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Pedram	mul	27	16	0	0	11	male	1.0	1	x	3.2851
Perpetua	mul	27	1	21	0	5	female	0.98571	1	x	3.2851
Pierina	mul	27	1	27	0	0	female	0.98885	1	x	3.2851
Pradeep	mul	27	18	0	0	9	male	1.0	1	x	3.2851
Pradip	mul	27	25	0	0	2	male	1.0	1	x	3.2851
Raheem	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Raine	mul	27	23	4	0	0	male	0.63641	1	x	3.2851
Ranjana	mul	27	1	10	0	16	female	0.97046	1	x	3.2851
Rimvydas	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Romero	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Rommy	mul	27	13	11	0	3	female	0.73543	1	x	3.2851
Saana	mul	27	0	26	0	1	female	1.0	1	x	3.2851
Salomo	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Seraphine	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Shakir	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Shalini	mul	27	0	15	0	12	female	1.0	1	x	3.2851
Sharareh	mul	27	0	5	0	22	female	1.0	1	x	3.2851
Shaukat	mul	27	23	2	0	2	male	0.77781	1	x	3.2851
Sine	mul	27	1	26	0	0	female	0.98843	1	x	3.2851
Sivan	mul	27	6	18	0	3	female	0.90788	1	x	3.2851
Slade	mul	27	25	0	0	2	male	1.0	1	x	3.2851
Sophronia	mul	27	0	25	0	2	female	1.0	1	x	3.2851
Sveinn	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Tabaré	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Tamir	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Tancrède	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Tiberius	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Tomé	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Tosca	mul	27	1	25	0	1	female	0.98797	1	x	3.2851
Tullia	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Turi	mul	27	17	7	0	3	female	0.57495	1	x	3.2851
Urbanus	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Valentijn	mul	27	21	2	1	3	male	0.73503	1	x	3.2851
Valerius	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Venus	mul	27	4	22	0	1	female	0.94756	1	x	3.2851
Vitória	mul	27	0	26	0	1	female	1.0	1	x	3.2851
Voitto	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Volkert	mul	27	23	0	0	4	male	1.0	1	x	3.2851
Von	mul	27	25	1	0	1	male	0.88386	1	x	3.2851
Väino	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Walram	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Whitefield	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Wynyard	mul	27	26	1	0	0	male	0.88782	1	x	3.2851
Yadira	mul	27	0	24	0	3	female	1.0	1	x	3.2851
Yadollah	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Yoni	mul	27	24	1	0	2	male	0.8796	1	x	3.2851
Yuna	mul	27	1	23	0	3	female	0.98694	1	x	3.2851
Zamir	mul	27	26	0	0	1	male	1.0	1	x	3.2851
Zeinab	mul	27	0	16	0	11	female	1.0	1	x	3.2851
Zulema	mul	27	0	26	0	1	female	1.0	1	x	3.2851
Ítalo	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Анастас	mul	27	27	0	0	0	male	1.0	1	x	3.2851
Ангелина	mul	27	0	27	0	0	female	1.0	1	x	3.2851
Наталия	mul	27	0	27	0	0	female	1.0	1	x	3.2851
भारत	mul	27	23	0	0	4	male	1.0	1	x	3.2851
Ditmar	pl	27	26	0	0	1	male	1.0	1	x	3.2851
Durval	pt	27	25	1	0	1	male	0.88386	1	x	3.2851
Graciano	pt	27	27	0	0	0	male	1.0	1	x	3.2851
Ľudmila	sk	27	0	27	0	0	female	1.0	1	x	3.2851
Драгослав	sr	27	27	0	0	0	male	1.0	1	x	3.2851
Aysel	tr	27	1	24	0	2	female	0.98748	1	x	3.2851
Bayram	tr	27	23	0	0	4	male	1.0	1	x	3.2851
Ezgi	tr	27	0	22	0	5	female	1.0	1	x	3.2851
Galip	tr	27	27	0	0	0	male	1.0	1	x	3.2851
Neslihan	tr	27	0	25	0	2	female	1.0	1	x	3.2851
أسلم	ar	26	24	0	0	2	male	1.0	1	x	3.2851
أمير	ar	26	19	1	0	7	male	0.85259	1	x	3.2851
نجم الدين	ar	26	26	0	0	0	male	1.0	1	x	3.2851
Вікторыя	be	26	0	26	0	0	female	1.0	1	x	3.2851
Зінаіда	be	26	0	26	0	0	female	1.0	1	x	3.2851
Леў	be	26	26	0	0	0	male	1.0	1	x	3.2851
Фёдар	be	26	26	0	0	0	male	1.0	1	x	3.2851
Maria Josep	ca	26	0	26	0	0	female	1.0	1	x	3.2851
Pere Joan	ca	26	24	0	2	0	male	0.92308	1	x	3.2851
Jens Kristian	da	26	26	0	0	0	male	1.0	1	x	3.2851
Johann Wilhelm	de	26	26	0	0	0	male	1.0	1	x	3.2851
Άκης	el	26	26	0	0	0	male	1.0	1	x	3.2851
Αθηνά	el	26	0	26	0	0	female	1.0	1	x	3.2851
Ανδρόνικος	el	26	26	0	0	0	male	1.0	1	x	3.2851
Γιαννάκης	el	26	26	0	0	0	male	1.0	1	x	3.2851
Ευστάθιος	el	26	23	0	0	3	male	1.0	1	x	3.2851
Θέμης	el	26	26	0	0	0	male	1.0	1	x	3.2851
Θοδωρής	el	26	24	0	0	2	male	1.0	1	x	3.2851
